Date,Close,Return
2018-01-03,237.44674682617188,0.006325347602463616
2018-01-04,238.44747924804688,0.004214555201329517
2018-01-05,240.03656005859375,0.006664280182613336
2018-01-08,240.47552490234375,0.001828741603540962
2018-01-09,241.01986694335938,0.0022636068316586044
2018-01-10,240.6510772705078,-0.0015301214689419362
2018-01-11,242.4068603515625,0.007295970169628907
2018-01-12,243.98704528808594,0.006518730262962347
2018-01-16,243.15306091308594,-0.0034181502301291466
2018-01-17,245.4708251953125,0.009532120523274124
2018-01-18,245.05816650390625,-0.001681090577985822
2018-01-19,246.17308044433594,0.004549589007114108
2018-01-22,248.1748046875,0.00813136935830272
2018-01-23,248.70144653320312,0.0021220600792504207
2018-01-24,248.60488891601562,-0.0003882471072583771
2018-01-25,248.71023559570312,0.0004237514400735609
2018-01-26,251.58961486816406,0.01157724476262234
2018-01-29,249.92173767089844,-0.006629356295726363
2018-01-30,247.3582000732422,-0.010257361450615288
2018-01-31,247.48114013671875,0.0004970122819463185
2018-02-01,247.20025634765625,-0.0011349704826287832
2018-02-02,241.81875610351562,-0.02176980041870269
2018-02-05,231.70523071289062,-0.041822750036377254
2018-02-06,236.2703399658203,0.019702227864619948
2018-02-07,234.9886016845703,-0.005424880166657431
2018-02-08,226.17440795898438,-0.037509026660864975
2018-02-09,229.57191467285156,0.01502162311167976
2018-02-12,232.94305419921875,0.014684459687375861
2018-02-13,233.52252197265625,0.0024875941265110058
2018-02-14,236.67422485351562,0.013496355102007751
2018-02-15,239.6941375732422,0.012759787093823416
2018-02-16,239.76438903808594,0.00029308795598836923
2018-02-20,238.26324462890625,-0.00626091478889812
2018-02-21,237.07794189453125,-0.0049747611563886185
2018-02-22,237.3852996826172,0.001296441944913962
2018-02-23,241.16903686523438,0.015939222806450104
2018-02-26,243.9695281982422,0.011612151250463887
2018-02-27,240.92323303222656,-0.012486375608105837
2018-02-28,238.48263549804688,-0.010130187543404001
2018-03-01,235.01495361328125,-0.014540605346480384
2018-03-02,236.22642517089844,0.0051548701007795295
2018-03-05,238.95669555664062,0.011557853376339855
2018-03-06,239.56246948242188,0.0025350782675084282
2018-03-07,239.47471618652344,-0.0003663065257593079
2018-03-08,240.6334686279297,0.0048387256068558315
2018-03-09,244.82115173339844,0.017402745882966864
2018-03-12,244.5138702392578,-0.00125512641356762
2018-03-13,242.9336395263672,-0.0064627446751562845
2018-03-14,241.68699645996094,-0.005131619765944118
2018-03-15,241.42361450195312,-0.0010897647033792923
2018-03-16,241.68545532226562,0.0010845700444535034
2018-03-19,238.41534423828125,-0.013530442200685888
